BIZ_UNIT	PD_S_C	PD_S_NM	PD_M_NM	PD_H_NM
A02	0546	소품베개	수예소품	수예소품/커튼
A02	0547	솜	수예소품	수예소품/커튼
A02	0548	수납수예	수예소품	수예소품/커튼
A02	0549	수예커버	수예소품	수예소품/커튼
A02	0550	앞치마/장갑	수예소품	수예소품/커튼
A02	0551	우모충전재	수예소품	수예소품/커튼
A02	0552	커튼소품	커튼류	수예소품/커튼
A02	0553	담요	수예시즌	수예소품/커튼
A02	0554	시즌침구	수예시즌	수예소품/커튼
A02	0555	온라인수예시즌	수예시즌	수예소품/커튼
A02	0556	이벤트수예	수예시즌	수예소품/커튼
A02	0557	디즈니	GIRLS	완구
A02	0558	취미/DIY	GIRLS	완구
A02	0559	달러존	SPORTS/OUTDOOR	완구
A02	0560	디자인엔	브랜드침구	침구
A02	0561	룸베이	브랜드침구	침구
A02	0562	메종디오르	브랜드침구	침구
A02	0563	바니루이스	브랜드침구	침구
A02	0564	브랜드성인침구3	브랜드침구	침구
A02	0565	애슐리까사	브랜드침구	침구
A02	0566	일반성인침구	성인침구	침구
A02	0567	공예용품	미술용품	문구
A02	0568	물감류	미술용품	문구
A02	0569	색연필/파스텔	미술용품	문구
A02	0570	서예용품	미술용품	문구
A02	0571	스케치북/종합장	미술용품	문구
A02	0572	싸인펜	미술용품	문구
A02	0573	채색도구	미술용품	문구
A02	0574	크레파스	미술용품	문구
A02	0575	교구류	교육보조재	문구
A02	0576	만들기용품	교육보조재	문구
A02	0577	온라인교육보조재	교육보조재	문구
A02	0578	피아노	교육보조재	문구
A02	0579	학습악기류	교육보조재	문구
A02	0580	파우치/가방	파티/팬시	문구
A02	0581	파티용품	파티/팬시	문구
A02	0582	패션스티커	파티/팬시	문구
A02	0583	팬시스티커	파티/팬시	문구
A02	0584	팬시용품	파티/팬시	문구
A02	0585	편지/카드	파티/팬시	문구
A02	0586	포장용품	파티/팬시	문구
A02	0587	수첩메모	노트	문구
A02	0588	일반노트	노트	문구
A02	0589	초등노트	노트	문구
A02	0590	계절시즌행사	시즌행사	문구
A02	0591	기타시즌행사	시즌행사	문구
A02	0592	크리스마스용품	시즌행사	문구
A02	0593	아동서적	서적	"서적	음반"
A02	0594	유아서적	서적	"서적	음반"
A02	0595	일반서적	서적	"서적	음반"
A02	0596	참고서/수험서	서적	"서적	음반"
A02	0597	퍼즐	서적	"서적	음반"
A02	0598	영상	음반영상	"서적	음반"
A02	0599	음반	음반영상	"서적	음반"
A02	0600	보드게임	EDUCATION 1	완구
A02	0601	블럭	EDUCATION 1	완구
A02	0602	퍼즐	EDUCATION 1	완구
A02	0603	과학교구	EDUCATION 2	완구
A02	0604	미술용품	EDUCATION 2	완구
A02	0605	아동서적	EDUCATION 2	완구
A02	0606	일반교육	EDUCATION 2	완구
A02	0607	전자지능개발	EDUCATION 2	완구
A02	0608	창작용품	EDUCATION 2	완구
A02	0609	학용품	EDUCATION 2	완구
A02	0610	액션피겨	BOYS 1	완구
A02	0611	조립/프라모델	BOYS 1	완구
A02	0612	건전지	BOYS 2	완구
A02	0613	무선조종	BOYS 2	완구
A02	0614	미니기차	BOYS 2	완구
A02	0615	미니자동차	BOYS 2	완구
A02	0616	코스튬/롤플레잉	BOYS 2	완구
A02	0617	키덜트/콜렉션	BOYS 2	완구
A02	0618	덴탈비식품	덴탈케어	애완원예용품
A02	0619	덴탈식품	덴탈케어	애완원예용품
A02	0620	고양이간식	고양이용품	애완원예용품
A02	0621	고양이건식사료	고양이용품	애완원예용품
A02	0622	고양이잡화	고양이용품	애완원예용품
A02	0623	배변용품	고양이용품	애완원예용품
A02	0624	고양이습식사료	고양이용품	애완원예용품
A02	0625	캣타워/장난감	고양이용품	애완원예용품
A02	0626	미용	동물병원	애완원예용품
A02	0627	분양	동물병원	애완원예용품
A02	0628	진료	동물병원	애완원예용품
A02	0629	처방사료	동물병원	애완원예용품
A02	0630	호텔	동물병원	애완원예용품
A02	0631	훈련	동물병원	애완원예용품
A02	0632	곤충	수족관용품	애완원예용품
A02	0633	곤충용품	수족관용품	애완원예용품
A02	0634	관상어	수족관용품	애완원예용품
A02	0635	관상어용품	수족관용품	애완원예용품
A02	0636	관상조	수족관용품	애완원예용품
A02	0637	관상조용품	수족관용품	애완원예용품
A02	0638	소동물	수족관용품	애완원예용품
A02	0639	소동물용품	수족관용품	애완원예용품
A02	0640	어항세트	수족관용품	애완원예용품
A02	0642	실내DIY용품	교환/보수용품	자동차용품
A02	0643	실내편의용품	교환/보수용품	자동차용품
A02	0644	에어컨필터	교환/보수용품	자동차용품
A02	0645	오일/첨가제	교환/보수용품	자동차용품
A02	0646	와이퍼	교환/보수용품	자동차용품
A02	0647	워셔액	교환/보수용품	자동차용품
A02	0648	자동차보수용품	교환/보수용품	자동차용품
A02	0649	자동차소모품	교환/보수용품	자동차용품
A02	0650	자동차제설용품	교환/보수용품	자동차용품
A02	0651	페인트류	교환/보수용품	자동차용품
A02	0652	세차도구	세차용품	자동차용품
A02	0653	세차케미칼류	세차용품	자동차용품
A02	0654	자동차방향제	자동차방향제/소취제	자동차용품
A02	0655	자동차소취제	자동차방향제/소취제	자동차용품
A02	0656	미러류	자동차 편의용품	자동차용품
A02	0657	실내수납용품	자동차 편의용품	자동차용품
A02	0658	실내편의용품	자동차 편의용품	자동차용품
A02	0659	쿠션류	자동차 편의용품	자동차용품
A02	0660	핸들커버	자동차 편의용품	자동차용품
A02	0661	햇빛차단용품	자동차 편의용품	자동차용품
A02	0662	걸이형장식품	자동차장식용품	자동차용품
A02	0663	실내수납용품	자동차장식용품	자동차용품
A02	0664	거치대	휴대폰용품	자동차용품
A02	0665	기타케이블	휴대폰용품	자동차용품
A02	0666	충전기	휴대폰용품	자동차용품
A02	0667	핸즈프리용품	휴대폰용품	자동차용품
A02	0668	휴대폰기타용품	휴대폰용품	자동차용품
A02	0669	소형가전	장착용품	자동차용품
A02	0670	외부액세서리	장착용품	자동차용품
A02	0671	걸레/청소포	밀대/걸레	청소/수납용품
A02	0672	밀대청소기	밀대/걸레	청소/수납용품
A02	0673	빗자루/쓰레받이	밀대/걸레	청소/수납용품
A02	0674	무세제크리너	청소편의도구	청소/수납용품
A02	0675	청소용솔	청소편의도구	청소/수납용품
A02	0676	청소편의용품	청소편의도구	청소/수납용품
